domain,ip,http_status,http_title,whois_info,source_file
ssh03.sdcc.bnl.gov,198.125.209.24,,,CIDR:           198.124.0.0/14; NetName:        ESNET-CIDR-A; OriginAS:; Organization:   ESnet (ENSN-Z); CIDR:           198.125.208.0/20; NetName:        BNLSCIDMZ; Parent:         ESNET-CIDR-A (NET-198-124-0-0-1); OriginAS:; Organization:   Brookhaven National Laboratory (BNL),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
webproxy03.sdcc.bnl.gov,198.125.209.31,,,CIDR:           198.124.0.0/14; NetName:        ESNET-CIDR-A; OriginAS:; Organization:   ESnet (ENSN-Z); CIDR:           198.125.208.0/20; NetName:        BNLSCIDMZ; Parent:         ESNET-CIDR-A (NET-198-124-0-0-1); OriginAS:; Organization:   Brookhaven National Laboratory (BNL),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
rafs02.rcf.bnl.gov,130.199.6.52,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
belleii-ddm-rucio01-vrrp.sdcc.bnl.gov,192.33.128.28,,,CIDR:           192.33.128.0/24; NetName:        BNL-AGS; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
blcond04.sdcc.bnl.gov,192.33.128.45,200,Swagger UI,CIDR:           192.33.128.0/24; NetName:        BNL-AGS; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
nnsdset01.sdcc.bnl.gov,198.125.209.71,200,,CIDR:           198.124.0.0/14; NetName:        ESNET-CIDR-A; OriginAS:; Organization:   ESnet (ENSN-Z); CIDR:           198.125.208.0/20; NetName:        BNLSCIDMZ; Parent:         ESNET-CIDR-A (NET-198-124-0-0-1); OriginAS:; Organization:   Brookhaven National Laboratory (BNL),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
bnlbox02.sdcc.bnl.gov,198.125.208.45,,,CIDR:           198.124.0.0/14; NetName:        ESNET-CIDR-A; OriginAS:; Organization:   ESnet (ENSN-Z); CIDR:           198.125.208.0/20; NetName:        BNLSCIDMZ; Parent:         ESNET-CIDR-A (NET-198-124-0-0-1); OriginAS:; Organization:   Brookhaven National Laboratory (BNL),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
f5-isa-vip.bnl.gov,130.199.3.171,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
explorer-cap1-ext.nsls2.bnl.gov,192.203.218.20,,,CIDR:           192.203.218.0/24; NetName:        CTRLLAB; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
dcdndoor.sdcc.bnl.gov,192.33.128.68,401,,CIDR:           192.33.128.0/24; NetName:        BNL-AGS; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
dcdndoor.sdcc.bnl.gov,192.33.128.67,401,,CIDR:           192.33.128.0/24; NetName:        BNL-AGS; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
dcdndoor.sdcc.bnl.gov,192.33.128.74,401,,CIDR:           192.33.128.0/24; NetName:        BNL-AGS; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
130-199-251-6.nat.bnl.gov,130.199.251.6,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
bnlbox.sdcc.bnl.gov,198.125.208.28,200,Login – BNL Box,CIDR:           198.124.0.0/14; NetName:        ESNET-CIDR-A; OriginAS:; Organization:   ESnet (ENSN-Z); CIDR:           198.125.208.0/20; NetName:        BNLSCIDMZ; Parent:         ESNET-CIDR-A (NET-198-124-0-0-1); OriginAS:; Organization:   Brookhaven National Laboratory (BNL),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
bnlbox.sdcc.bnl.gov,198.125.208.27,200,Login – BNL Box,CIDR:           198.124.0.0/14; NetName:        ESNET-CIDR-A; OriginAS:; Organization:   ESnet (ENSN-Z); CIDR:           198.125.208.0/20; NetName:        BNLSCIDMZ; Parent:         ESNET-CIDR-A (NET-198-124-0-0-1); OriginAS:; Organization:   Brookhaven National Laboratory (BNL),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
130-199-251-5.nat.bnl.gov,130.199.251.5,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
bldirac02.sdcc.bnl.gov,192.33.128.8,,,CIDR:           192.33.128.0/24; NetName:        BNL-AGS; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
nndc-outside-vip.bnl.gov,130.199.3.176,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
ntppub.bnl.gov,130.199.4.77,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
class-git.itd.bnl.gov,130.199.154.18,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
ssh-rh8.bnl.gov,130.199.3.55,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
smtpout3.bnl.gov,130.199.3.132,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
blmq02.sdcc.bnl.gov,192.33.128.34,,,CIDR:           192.33.128.0/24; NetName:        BNL-AGS; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
theodore.inst.bnl.gov,130.199.32.131,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
rafs25.rcf.bnl.gov,130.199.6.230,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
clearpass1.bnl.gov,130.199.154.30,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
cr3.em.bnl.gov,130.199.119.34,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
blrucio01-vrrp.sdcc.bnl.gov,192.33.128.41,,,CIDR:           192.33.128.0/24; NetName:        BNL-AGS; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
dcdoor27.usatlas.bnl.gov,192.12.15.189,401,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
arpmon.sci-dmz.s208-0.bnl.gov,198.125.208.4,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
dcdndoor01.sdcc.bnl.gov,192.33.128.73,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
proxy04.sdcc.bnl.gov,198.125.209.30,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
sprucio01-vrrp.sdcc.bnl.gov,198.125.208.53,,,CIDR:           198.124.0.0/14; NetName:        ESNET-CIDR-A; OriginAS:; Organization:   ESnet (ENSN-Z); CIDR:           198.125.208.0/20; NetName:        BNLSCIDMZ; Parent:         ESNET-CIDR-A (NET-198-124-0-0-1); OriginAS:; Organization:   Brookhaven National Laboratory (BNL),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
monitoring.sdcc.bnl.gov,198.125.209.38,401,Kerberos Unsupported,CIDR:           198.124.0.0/14; NetName:        ESNET-CIDR-A; OriginAS:; Organization:   ESnet (ENSN-Z); CIDR:           198.125.208.0/20; NetName:        BNLSCIDMZ; Parent:         ESNET-CIDR-A (NET-198-124-0-0-1); OriginAS:; Organization:   Brookhaven National Laboratory (BNL),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
idds01.sdcc.bnl.gov,192.153.161.14,,,CIDR:           192.153.161.0/24; NetName:        AGSDCSBOOST; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
spce01.sdcc.bnl.gov,130.199.185.9,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
rcf.bnl.gov,130.199.148.131,200,RHIC Home Page,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
blrucio08.sdcc.bnl.gov,192.33.128.103,404,404 Not Found,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
hpsssdp2.rcf.bnl.gov,130.199.148.42,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
icalepcs2019.bnl.gov,130.199.96.83,404,Not Found,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
globus1-ext.nsls2.bnl.gov,192.203.218.76,,,CIDR:           192.203.218.0/24; NetName:        CTRLLAB; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
nxent02.sdcc.bnl.gov,198.125.209.33,200,NoMachine,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
dcint-pool04.sdcc.bnl.gov,192.12.15.128,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
bldiracvm10.sdcc.bnl.gov,192.33.128.14,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
rcf.rhic.bnl.gov,130.199.148.131,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
infrared.phy.bnl.gov,130.199.3.23,200,"EST Group (Infrared), NSLS II, Brookhaven National Laboratory",,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
vdi-gw2-ext.nsls2.bnl.gov,198.125.209.48,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
ftp2.ecd.bnl.gov,130.199.4.36,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
gridgk07.sdcc.bnl.gov,130.199.185.228,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
sbms.bnl.gov,130.199.3.4,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
staffgw01.sdcc.bnl.gov,198.125.209.19,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
eic-hub.bnl.gov,130.199.4.58,200,HUB,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
idm05.sdcc.bnl.gov,130.199.148.167,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
dcdoor33.usatlas.bnl.gov,192.12.15.195,401,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
eics3.sdcc.bnl.gov,198.125.208.7,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
eics3.sdcc.bnl.gov,198.125.208.6,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
dcdoor26.usatlas.bnl.gov,192.12.15.188,401,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
noncompliant.s154.bnl.gov,130.199.154.12,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
ssh.qcdoc.bnl.gov,130.199.3.63,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
funpolice1-ext.nsls2.bnl.gov,192.203.218.45,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
clearpass.bnl.gov,130.199.154.25,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
globus11-ext.nsls2.bnl.gov,192.203.218.90,200,Globus,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
pfgw2.bnl.gov,130.199.72.212,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
dcdoor35.usatlas.bnl.gov,192.12.15.197,401,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
ssh2-ext.nsls2.bnl.gov,192.203.218.32,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
useraccount.sdcc.bnl.gov,198.125.209.38,200,Facility Portal,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
bldiracvm02.sdcc.bnl.gov,192.33.128.21,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
bitwarden.itd.bnl.gov,130.199.128.151,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
spoolce01.sdcc.bnl.gov,130.199.185.93,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
wastelog.em.bnl.gov,130.199.119.37,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
dcdoor31.usatlas.bnl.gov,192.12.15.193,401,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
jitsi.sdcc.bnl.gov,198.125.210.28,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
atlas-hllhc.docdb.bnl.gov,130.199.22.180,200,ATLAS HL-LHC Upgrade DocDB,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
dcdoor-tape.usatlas.bnl.gov,192.12.15.195,401,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
dcdoor-tape.usatlas.bnl.gov,192.12.15.194,401,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
dcdoor-tape.usatlas.bnl.gov,192.12.15.183,401,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
dcdoor-tape.usatlas.bnl.gov,192.12.15.198,401,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
dcdoor-tape.usatlas.bnl.gov,192.12.15.191,401,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
dcdoor-tape.usatlas.bnl.gov,192.12.15.187,401,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
dcdoor-tape.usatlas.bnl.gov,192.12.15.189,401,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
dcdoor-tape.usatlas.bnl.gov,192.12.15.184,401,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
dcdoor-tape.usatlas.bnl.gov,192.12.15.185,401,,CIDR:           192.12.15.0/24; NetName:        BROOKNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
dcdoor-tape.usatlas.bnl.gov,192.12.15.188,401,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
dcdoor-tape.usatlas.bnl.gov,192.12.15.197,401,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
dcdoor-tape.usatlas.bnl.gov,192.12.15.190,401,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
dcdoor-tape.usatlas.bnl.gov,192.12.15.192,401,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
dcdoor-tape.usatlas.bnl.gov,192.12.15.193,401,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
dcdoor-tape.usatlas.bnl.gov,192.12.15.196,401,,CIDR:           192.12.15.0/24; NetName:        BROOKNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
dcdoor-tape.usatlas.bnl.gov,192.12.15.186,401,,CIDR:           192.12.15.0/24; NetName:        BROOKNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
webproxy3.nsls2.bnl.gov,198.125.209.54,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
globus2-ext.nsls2.bnl.gov,192.203.218.77,200,Globus,CIDR:           192.203.218.0/24; NetName:        CTRLLAB; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
ns3.bnl.gov,130.199.3.8,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
bnlbox06.sdcc.bnl.gov,198.125.208.33,200,Login – BNL Box,CIDR:           198.124.0.0/14; NetName:        ESNET-CIDR-A; OriginAS:; Organization:   ESnet (ENSN-Z); CIDR:           198.125.208.0/20; NetName:        BNLSCIDMZ; Parent:         ESNET-CIDR-A (NET-198-124-0-0-1); OriginAS:; Organization:   Brookhaven National Laboratory (BNL),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
webproxy04.sdcc.bnl.gov,198.125.209.37,,,CIDR:           198.124.0.0/14; NetName:        ESNET-CIDR-A; OriginAS:; Organization:   ESnet (ENSN-Z); CIDR:           198.125.208.0/20; NetName:        BNLSCIDMZ; Parent:         ESNET-CIDR-A (NET-198-124-0-0-1); OriginAS:; Organization:   Brookhaven National Laboratory (BNL),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
vdi1-ext.nsls2.bnl.gov,192.203.218.34,200,Omnissa Horizon,CIDR:           192.203.218.0/24; NetName:        CTRLLAB; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
mps.itd.bnl.gov,130.199.4.38,404,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
ftp.inst.bnl.gov,130.199.4.32,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
blrucioui01.sdcc.bnl.gov,192.33.128.43,,,CIDR:           192.33.128.0/24; NetName:        BNL-AGS; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
cvmfs-reverse4.sdcc.bnl.gov,192.12.15.244,403,,CIDR:           192.12.15.0/24; NetName:        BROOKNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
hx.itd.bnl.gov,130.199.4.38,404,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
server.c-ad.bnl.gov,130.199.96.196,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
cephs301.sdcc.bnl.gov,198.125.208.23,,,CIDR:           198.124.0.0/14; NetName:        ESNET-CIDR-A; OriginAS:; Organization:   ESnet (ENSN-Z); CIDR:           198.125.208.0/20; NetName:        BNLSCIDMZ; Parent:         ESNET-CIDR-A (NET-198-124-0-0-1); OriginAS:; Organization:   Brookhaven National Laboratory (BNL),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
ssh.sdcc.bnl.gov,198.125.209.11,,,CIDR:           198.124.0.0/14; NetName:        ESNET-CIDR-A; OriginAS:; Organization:   ESnet (ENSN-Z); CIDR:           198.125.208.0/20; NetName:        BNLSCIDMZ; Parent:         ESNET-CIDR-A (NET-198-124-0-0-1); OriginAS:; Organization:   Brookhaven National Laboratory (BNL),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
ssh.sdcc.bnl.gov,198.125.209.40,,,CIDR:           198.124.0.0/14; NetName:        ESNET-CIDR-A; OriginAS:; Organization:   ESnet (ENSN-Z); CIDR:           198.125.208.0/20; NetName:        BNLSCIDMZ; Parent:         ESNET-CIDR-A (NET-198-124-0-0-1); OriginAS:; Organization:   Brookhaven National Laboratory (BNL),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
ssh.sdcc.bnl.gov,198.125.209.10,,,CIDR:           198.124.0.0/14; NetName:        ESNET-CIDR-A; OriginAS:; Organization:   ESnet (ENSN-Z); CIDR:           198.125.208.0/20; NetName:        BNLSCIDMZ; Parent:         ESNET-CIDR-A (NET-198-124-0-0-1); OriginAS:; Organization:   Brookhaven National Laboratory (BNL),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
ssh.sdcc.bnl.gov,198.125.209.24,,,CIDR:           198.124.0.0/14; NetName:        ESNET-CIDR-A; OriginAS:; Organization:   ESnet (ENSN-Z); CIDR:           198.125.208.0/20; NetName:        BNLSCIDMZ; Parent:         ESNET-CIDR-A (NET-198-124-0-0-1); OriginAS:; Organization:   Brookhaven National Laboratory (BNL),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
commvault3.bnl.gov,130.199.78.158,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
guestcentral.bnl.gov,54.160.71.8,200,"Guest Central |
        Guest Central","CIDR:           54.208.0.0/13, 54.216.0.0/14, 54.220.0.0/15, 54.160.0.0/11, 54.192.0.0/12, 54.144.0.0/12; NetName:        AMAZON; OriginAS:; Organization:   Amazon Technologies Inc. (AT-88-Z)",outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
guestcentral.bnl.gov,54.86.210.79,200,"Guest Central |
        Guest Central",CIDR:           54.64.0.0/11; NetName:        AMAZON-2011L; OriginAS:; Organization:   Amazon Technologies Inc. (AT-88-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
guestcentral.bnl.gov,34.236.206.116,200,"Guest Central |
        Guest Central",CIDR:           34.192.0.0/10; NetName:        AT-88-Z; OriginAS:; Organization:   Amazon Technologies Inc. (AT-88-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
guestcentral.bnl.gov,13.219.6.124,200,"Guest Central |
        Guest Central","CIDR:           13.224.0.0/12, 13.200.0.0/13, 13.208.0.0/12; NetName:        AT-88-Z; OriginAS:; Organization:   Amazon Technologies Inc. (AT-88-Z); CIDR:           13.216.0.0/13; NetName:        AMAZON-IAD; OriginAS:; Organization:   Amazon Data Services Northern Virginia (ADSN-1)",outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
guestcentral.bnl.gov,23.22.144.44,200,"Guest Central |
        Guest Central","CIDR:           23.20.0.0/14; NetName:        AMAZON-EC2-USEAST-10; OriginAS:; Organization:   Amazon.com, Inc. (AMAZO-4); CIDR:           23.20.0.0/14; NetName:        AMAZON-IAD; OriginAS:; Organization:   Amazon Data Services Northern Virginia (ADSN-1)",outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
guestcentral.bnl.gov,98.83.235.92,200,"Guest Central |
        Guest Central","CIDR:           98.80.0.0/12; NetName:        AMAZO-4; OriginAS:; Organization:   Amazon.com, Inc. (AMAZO-4); CIDR:           98.80.0.0/13; NetName:        AMAZON-IAD; OriginAS:; Organization:   Amazon Data Services Northern Virginia (ADSN-1)",outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
sbc1.bnl.gov,130.199.4.101,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
130-199-251-2.nat.bnl.gov,130.199.251.2,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
ftp.nsls-user.bnl.gov,130.199.4.28,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
cssh02.sdcc.bnl.gov,130.199.57.29,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
globus01.sdcc.bnl.gov,198.125.208.14,200,,CIDR:           198.124.0.0/14; NetName:        ESNET-CIDR-A; OriginAS:; Organization:   ESnet (ENSN-Z); CIDR:           198.125.208.0/20; NetName:        BNLSCIDMZ; Parent:         ESNET-CIDR-A (NET-198-124-0-0-1); OriginAS:; Organization:   Brookhaven National Laboratory (BNL),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
www.faster.bnl.gov,130.199.4.40,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
pandaosdash.sdcc.bnl.gov,192.153.161.40,,,CIDR:           192.153.161.0/24; NetName:        AGSDCSBOOST; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
stashcache01.sdcc.bnl.gov,198.125.208.32,,,CIDR:           198.124.0.0/14; NetName:        ESNET-CIDR-A; OriginAS:; Organization:   ESnet (ENSN-Z); CIDR:           198.125.208.0/20; NetName:        BNLSCIDMZ; Parent:         ESNET-CIDR-A (NET-198-124-0-0-1); OriginAS:; Organization:   Brookhaven National Laboratory (BNL),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
hq2016.bnl.gov,54.86.210.79,200,Hot Quarks 2016,CIDR:           54.64.0.0/11; NetName:        AMAZON-2011L; OriginAS:; Organization:   Amazon Technologies Inc. (AT-88-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
hq2016.bnl.gov,34.236.206.116,200,Hot Quarks 2016,CIDR:           34.192.0.0/10; NetName:        AT-88-Z; OriginAS:; Organization:   Amazon Technologies Inc. (AT-88-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
hq2016.bnl.gov,98.83.235.92,200,Hot Quarks 2016,"CIDR:           98.80.0.0/12; NetName:        AMAZO-4; OriginAS:; Organization:   Amazon.com, Inc. (AMAZO-4); CIDR:           98.80.0.0/13; NetName:        AMAZON-IAD; OriginAS:; Organization:   Amazon Data Services Northern Virginia (ADSN-1)",outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
hq2016.bnl.gov,13.219.6.124,200,Hot Quarks 2016,"CIDR:           13.208.0.0/12, 13.200.0.0/13, 13.224.0.0/12; NetName:        AT-88-Z; OriginAS:; Organization:   Amazon Technologies Inc. (AT-88-Z); CIDR:           13.216.0.0/13; NetName:        AMAZON-IAD; OriginAS:; Organization:   Amazon Data Services Northern Virginia (ADSN-1)",outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
hq2016.bnl.gov,23.22.144.44,200,Hot Quarks 2016,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
